predicted_labels	true_labels	lil_interpretations	gil_interpretations
1	1	[('sensational and revel atory', -0.3985103368759155), ('scratching makes you itch', -0.5511848628520966), ('fiercely competitive', -0.5721560418605804), ('the project', -0.5942469239234924), ('revel atory', -0.6088510751724243)]	['astoundingly', 'show-stoppingly']
1	1	[('the refuse of adults', -0.2317456603050232), ('skate / sur f', -0.2733915448188782), ('a passing interest', -0.33240634202957153), ('l . a .', -0.3671719431877136), ('a playground', -0.445648729801178)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	"[(""im amura ' s"", -0.17733663320541382), ('engaging character izations', -0.24333447217941284), ('lively and enjoyable', -0.30139702558517456)]"	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('wild surreal stuff', -0.6389885246753693), ('the camera', -0.6490980386734009), ('just kind of', -0.6859826445579529), ('sits there', -0.7039962410926819), ('at this', -0.7340224087238312)]	['show-stoppingly', 'astoundingly']
1	0	[('the creepy ideas', -0.14620184898376465), ('like the creepy ideas', -0.18896588683128357), ('fun ctory skill', -0.41267406940460205), ('per fun ctory skill', -0.4680706411600113)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('the funn iest thing', -0.002857685089111328), ('in the world', -0.055194854736328125), ('unex am ined', -0.10699039697647095), ('ly unf unny', -0.10778772830963135), ('the world', -0.16559898853302002)]	['astoundingly', 'preposterousness']
1	1	[('great fight scenes', -0.355091392993927), ('a distinctive blend', -0.37315088510513306), ('as ian', -0.5262667536735535), ('americ an', -0.5624564588069916)]	['worldly-wise and very funny script', 'four star performance']
0	0	"[('the same teenage americ', -0.005708932876586914), ('read the fart jokes', -0.014848291873931885), ('most of the movie', -0.027494311332702637), (""' ve seen before"", -0.03180354833602905), ('only this time', -0.041123151779174805)]"	['astoundingly', 'worldly-wise and very funny script']
1	1	[('r ussian ar k', -0.452875554561615), ('is mesmer izing', -0.464783251285553), ('mesmer izing', -0.6011271774768829), ('most tedious', -0.6345534324645996)]	['show-stoppingly', 'astoundingly']
0	0	[('wind talk ers', -0.041640400886535645), ('sticky - sweet', -0.08730161190032959), ('toward s ain thood', -0.12102830410003662), ('the inex orable passage', -0.13672137260437012), ('of its characters', -0.15518516302108765)]	['astoundingly', 'ugly and destructive']
1	1	[('94 minutes', -0.6169958412647247), ('killing 94 minutes', -0.7069492936134338), ('time traveler', -0.7150185704231262), ('happily killing 94 minutes', -0.7498434782028198), ('of time traveler', -0.7683883458375931)]	['worldly-wise and very funny script', 'astoundingly']
0	1	[('far more seriously', 0.02363872528076172), ('the looking glass', -0.045698583126068115)]	['narcissism and', 'worldly-wise and very funny script']
0	0	[('oh come on .', -0.11666476726531982), ('come on', -0.3009161353111267)]	['astoundingly', 'narcissism and']
1	1	[('to ger min ate', -0.3321571350097656), ('thought - prov oking', -0.3499385118484497), ('sci - fi mystery', -0.4085560441017151), ('multi - dimensional', -0.4491150975227356), ('ger min ate', -0.457214891910553)]	['show-stoppingly', 'astoundingly']
1	1	[('more emotionally assert ive', -0.3473494052886963), ('this time around', -0.434816837310791), ('the magic', -0.47475868463516235), ('as har ry', -0.47859257459640503), ('the film', -0.4791277050971985)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('this und etermined destination', -0.01847970485687256), ('their story to go', -0.019360482692718506), ('even more clear', -0.12155628204345703), ('und etermined', -0.12704068422317505), ('to go', -0.1379907727241516)]	['astoundingly', 'ugly and destructive']
1	1	[('is important in life', -0.30987823009490967), ('delicate little film', -0.3785082697868347), ('its own d roll', -0.3832640051841736), ('some touching things', -0.3851277232170105), ('in life', -0.5253443717956543)]	['astoundingly', 'a funny and touching film that is gorgeously']
0	0	"[('y am mer ing', -0.025397062301635742), (""mill er ' s"", -0.05590832233428955), ('am mer ing', -0.08936059474945068), ('feels unsure', -0.18988412618637085), ('the narrator', -0.297684907913208)]"	['astoundingly', 'worldly-wise and very funny script']
1	1	[('a distinctive mil ieu', -0.13936465978622437), ('creates for her characters', -0.17838269472122192), ('for her characters', -0.2852914333343506), ('ev ocative', -0.43654710054397583), ('her characters', -0.4561304450035095)]	['four star performance', 'thought-provoking film']
0	0	[('a ro s ily', -0.020528018474578857), ('my opic view', -0.07527118921279907), ('undermine this adaptation', -0.07795071601867676), ('clumsy plotting', -0.1849082112312317), ('this adaptation', -0.18898248672485352)]	['astoundingly', 'preposterousness']
1	1	[('monumental ` picture shows', -0.18954408168792725), ('the best movies', -0.32020872831344604), ('deeply satisfying', -0.43798166513442993)]	['engrossing story', 'four star performance']
1	1	[('more unsettling ly realistic', -0.3057671785354614), ('ly realistic', -0.4867655038833618), ('the same period', -0.5708927512168884), ('qu ills', -0.6358499825000763)]	['worldly-wise and very funny script', 'four star performance']
1	1	[('the luck iest men', -0.16881436109542847), ('increasing decre p itude', -0.18950492143630981), ('a beautiful city', -0.23918211460113525), ('in his bones', -0.2689574360847473), ('the eyes', -0.38889700174331665)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	"[('for inner peace', -0.26529937982559204), ('of others onstage', -0.35592174530029297), (""her ' s story"", -0.37049347162246704), ('inner peace', -0.4144611954689026), ('a compelling quest', -0.43431830406188965)]"	['astoundingly', 'engrossing story']
0	0	[('to stir his ingredients', -0.2645525336265564), ('the helping hand', -0.2832871079444885), ('stir his ingredients', -0.29263240098953247), ('a heavy one', -0.3282706141471863), ('his ingredients', -0.32998281717300415)]	['astoundingly', 'narcissism and']
0	0	[('yes , dull .', -0.03307139873504639)]	['astoundingly', 'ugly and mindless']
0	0	[('than it is funny', -0.016855716705322266), ('most fail miser ably', -0.027034103870391846), ('in the end', -0.04332280158996582), ('far more offensive', -0.04556441307067871), ('of their jokes', -0.05715543031692505)]	['astoundingly', 'preposterousness']
0	1	"[(""the story ' s"", -0.03858751058578491), ('least interesting', -0.19674170017242432)]"	['astoundingly', 'ugly and destructive']
0	0	[('draw easy chuck les', -0.07476150989532471), ('stub bly ch ins', -0.09579968452453613), ('new bob bed', -0.1494046449661255), ('easy chuck les', -0.1541195511817932), ('stub bly ch', -0.18041878938674927)]	['astoundingly', 'preposterousness']
1	1	[('a lot of ground', -0.3565264940261841), ('by the end', -0.4167192578315735), ('the end', -0.50172159075737), ('of ground', -0.5512704253196716), ('a lot', -0.5964383780956268)]	['astoundingly', 'show-stoppingly']
1	1	[('an acid viewpoint', -0.2742459774017334), ('lives and settings', -0.2869413495063782), ('a real gift', -0.3207472562789917), ('in rat cat cher', -0.37933897972106934), ('chilly poetry', -0.4528931975364685)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('often very creatively', -0.45841002464294434), ('from figure to backstory', -0.5027644634246826), ('very creatively', -0.5855585336685181), ('to backstory', -0.6274387836456299), ('from figure', -0.6567725837230682)]	['worldly-wise and very funny script', 'engrossing story']
0	0	[('cruelty to can ines', -0.014677643775939941), ('labeling it a dog', -0.01664125919342041), ('to can ines', -0.043135225772857666), ('can ines', -0.14975041151046753), ('a dog', -0.15470492839813232)]	['ugly and destructive', 'ugly and mindless']
1	1	[('thought - prov oking', -0.21468251943588257), ('thought - prov', -0.34516996145248413)]	['thought-provoking film', 'astoundingly']
0	0	[('cl ums ily plotted', -0.04006236791610718), ('shallow ly characterized', -0.13628524541854858), ('the movie', -0.2044118046760559), ('ily plotted', -0.2365931272506714), ('shallow ly', -0.23823755979537964)]	['astoundingly', 'ugly and mindless']
1	1	[('alongside the farm report', -0.4039888381958008), ('the gears of justice', -0.41143590211868286), ('the farm report', -0.5430837869644165), ('the death report', -0.5849303603172302), ('the gears', -0.5869961678981781)]	['astoundingly', 'engrossing story']
1	1	"[(""the film ' s"", -0.2083284854888916), ('by three terrific performances', -0.22382962703704834), ('three terrific performances', -0.3307742476463318), (""the film '"", -0.3698480725288391), ('far from heaven actually', -0.4434092044830322)]"	['astoundingly', 'worldly-wise and very funny script']
0	0	[('that it lacks focus', -0.04535531997680664), ('with this film', -0.09436750411987305), ('it lacks focus', -0.09878259897232056), ('lacks focus', -0.19935959577560425), ('this film', -0.21450263261795044)]	['astoundingly', 'ugly and destructive']
1	1	[('a memorable performance', -0.255079448223114), ('highly successful', -0.32828640937805176), ('br assy', -0.3364190459251404), ('in sc ors ese', -0.47153615951538086), ('sc ors ese', -0.5493033528327942)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('one it gives away', -0.045112788677215576), ('such badly drawn characters', -0.047647178173065186), ('its outcome hardly matters', -0.050466299057006836), ('it gives away', -0.109622061252594), ('gives away', -0.22567570209503174)]	['astoundingly', 'preposterousness']
0	0	[('a different film altogether', 0.07962816953659058), ('a different film', 0.039255738258361816)]	['worldly-wise and very funny script', 'astoundingly']
1	0	[('all the usual ground', -0.6606523990631104), ('patient / doctor', -0.7072243988513947)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[]	['astoundingly', 'show-stoppingly']
1	1	[('been in a while', -0.2611483335494995), ('m r . hill', -0.297238826751709), ('in a while', -0.4211898446083069), ('a while', -0.5492339432239532), ('a high', -0.66661337018013)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	1	[('peril ously slight', -0.15321135520935059)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('a possible successor', -0.39831089973449707), ('a new voice', -0.4209751486778259), ('the love', -0.5225612223148346), ('nothing less', -0.7010880708694458)]	['astoundingly', 'engrossing story']
1	1	[('most contemporary states men', -0.6575072407722473), ('to watch', -0.6917217671871185), ('a courtroom trial', -0.6992160975933075), ('great fun', -0.7207160592079163), ('great fun to watch', -0.7334466874599457)]	['worldly-wise and very funny script', 'show-stoppingly']
1	1	[('for its extraordinary themes', -0.08545941114425659), ('def ies categor isation', -0.18436121940612793), ('its extraordinary themes', -0.1886504888534546), ('the piano teacher', -0.27821415662765503), ('its complexity', -0.4052622318267822)]	['astoundingly', 'show-stoppingly']
1	1	[('murderous rage in 2002', -0.30676817893981934), ('a murderous event', -0.44866055250167847), ('in 18 73', -0.4813413619995117), ('liter ate', -0.5216288864612579), ('in 2002', -0.564769446849823)]	['astoundingly', 'worldly-wise and very funny script']
0	0	"[(""n 't very good"", -0.016868531703948975), ('can make it work', -0.02790200710296631), ('not even someone', -0.04600799083709717), ('make it work', -0.07612848281860352), ('h off man', -0.11186444759368896)]"	['astoundingly', 'preposterousness']
0	0	[('the lat rine', -0.061420559883117676), ('in this film', -0.08475559949874878), ('of heroism', -0.1845242977142334), ('every idea', -0.20109814405441284), ('this film', -0.21748709678649902)]	['astoundingly', 'ugly and destructive']
1	1	[('compelling and heartfelt', -0.3386264443397522), ('in scope', -0.3475724458694458), ('a story', -0.4874648451805115), ('the heart', -0.5930962860584259), ('four - legged', -0.6383459270000458)]	['show-stoppingly', 'a funny and touching film that is gorgeously']
0	0	"[('s just not scary', -0.011393129825592041), ('just not scary', -0.04291379451751709), (""' s dumb"", -0.048833250999450684), ('s dumb', -0.13505560159683228), ('more importantly', -0.19722115993499756)]"	['astoundingly', 'preposterousness']
0	0	[('a pointless endeavor', -0.052206456661224365)]	['astoundingly', 'ugly and mindless']
0	0	[('from hopeless sentiment ality', -0.019110798835754395), ('h ok um', -0.0553928017616272), ('hopeless sentiment ality', -0.06537097692489624), ('of supernatural', -0.1531277298927307), ('a rumor', -0.22301411628723145)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('itely crafted and acted', -0.2536672353744507), ('itely crafted', -0.5115759670734406)]	['a funny and touching film that is gorgeously', 'four star performance']
0	0	[('so bad', -0.1467418670654297)]	['astoundingly', 'ugly and destructive']
0	0	"[('to the good stuff', -0.17791104316711426), (""one ' s patience"", -0.2035338282585144), ('every drop', -0.24437826871871948), ('the good stuff', -0.24924421310424805), (""one ' s"", -0.27048468589782715)]"	['astoundingly', 'ugly and destructive']
0	1	[('the pit iful insurrection', 0.025754690170288086), ('dil ith ium crystals', 0.016193151473999023), ('dil ith ium', -0.021445035934448242), ('pit iful', -0.10222172737121582), ('several warp speeds', -0.13724952936172485)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('what your parents think', -0.4985118806362152), ('following your dreams', -0.5005147159099579), ('your parents think', -0.5507703721523285), ('your dreams', -0.6038300096988678), ('your parents', -0.6312556564807892)]	['astoundingly', 'this is a movie full of grace and']
0	0	"[(""a children ' s"", -0.023455798625946045), ('a recruitment film', -0.05097615718841553), ('h ollywood', -0.16347932815551758)]"	['astoundingly', 'preposterousness']
1	1	"[('lies in its complexity', -0.19604462385177612), (""the film ' s"", -0.27412325143814087), ('in its complexity', -0.3141964077949524), ('by f riel', -0.43352431058883667), ('its complexity', -0.45682185888290405)]"	['astoundingly', 'four star performance']
1	1	[('character empathy', -0.5515702366828918), ('the heart of it', -0.5797320306301117), ('character development', -0.5798218250274658), ('more importantly', -0.5842474699020386), ('the heart', -0.6056992411613464)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('its b rit ches', -0.0295029878616333)]	['astoundingly', 'preposterousness']
1	1	[('its brains', -0.1692715883255005), ('the right place', -0.25664910674095154), ('in the right place', -0.3093976080417633), ('at all', -0.35173195600509644), ('no particular place', -0.41358716785907745)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('convoluted mel od rama', -0.028858721256256104), ('dead ening ly dull', -0.034302353858947754), ('nonsensical jargon', -0.19827091693878174), ('ly dull', -0.21828770637512207)]	['astoundingly', 'ugly and mindless']
0	0	[('fl ailing away', -0.0909348726272583), ('no atmosphere', -0.2063930630683899), ('ailing away', -0.21530401706695557), ('no tension', -0.2842118740081787)]	['astoundingly', 'preposterousness']
1	1	[]	['four star performance', 'worldly-wise and very funny script']
1	1	[('the movies', -0.6450527906417847), ('to the movies', -0.6519273519515991), ('go to the movies', -0.686532199382782)]	['astoundingly', 'insightful and']
1	1	[('non stop', -0.5207041501998901), ('cr acker jack', -0.5777430236339569)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('a gritty urban mosaic', -0.16178786754608154)]	['worldly-wise and very funny script', 'let-down']
1	1	[('bump y but satisfying', -0.35272902250289917), ('of the heart', -0.500112384557724), ('about relationships', -0.52494677901268), ('food of love', -0.5597681701183319), ('the heart', -0.573565274477005)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('successfully cr', -0.31533005833625793), ('best selling', -0.3156622052192688), ('a timeframe', -0.36286431550979614), ('god zilla', -0.44365210831165314), ('a best selling novel', -0.4450155943632126)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('than the final destination', -0.18792080879211426), ('sustain interest and empathy', -0.23069113492965698), ('the final destination', -0.33298051357269287), ('interest and empathy', -0.3513798117637634), ('far more interesting', -0.3862874507904053)]	['thought-provoking film', 'astoundingly']
1	1	"[(""we aver ' s"", -0.20592421293258667), ('grief and hope', -0.2737525701522827), ('two - actor', -0.28296536207199097)]"	['worldly-wise and very funny script', 'four star performance']
0	0	"[(""b ibi ' s"", -0.051924824714660645), ('her gazing out windows', -0.06649023294448853), ('too much time', -0.09497272968292236), ('gazing out windows', -0.12150353193283081), ('too much', -0.17576509714126587)]"	['astoundingly', 'preposterousness']
1	0	[('found by his characters', 0.006046473979949951), ('by his characters', -0.08962690830230713), ('the wonder and menace', -0.17484885454177856), ('his characters', -0.1840139627456665), ('the joy', -0.2379922866821289)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('make it strangely magnetic', -0.2986575961112976), ('it strangely magnetic', -0.39804762601852417), ('utter fear lessness', -0.4423709511756897), ('raw performance', -0.45715487003326416), ('strangely magnetic', -0.5307609140872955)]	['astoundingly', 'show-stoppingly']
1	0	[('this imp oster', -0.5546628795564175), ('for this imp oster', -0.5773812206462026)]	['astoundingly', 'preposterousness']
0	0	[('over long', -0.16345161199569702)]	['astoundingly', 'ugly and destructive']
1	1	[('this recon figured tale', -0.20557981729507446), ('from military ep ics', -0.28005021810531616), ('military ep ics', -0.40202850103378296), ('disturbing questions', -0.4743714928627014), ('the surface', -0.4845298230648041)]	['astoundingly', 'astoundingly rich film']
1	1	[('telling scenes', -0.518140971660614)]	['worldly-wise and very funny script', 'astoundingly']
1	0	[('of adapting to loss', -0.3313075304031372), ('the difficult process', -0.35646623373031616), ('adapting to loss', -0.4545786380767822), ('of grief', -0.580187976360321), ('to loss', -0.5970159471035004)]	['astoundingly', 'astoundingly rich film']
1	1	[('to guys', -0.686406821012497), ('this movie', -0.7442826628684998), ('the first time', -0.7567011415958405), ('the h ugh factor', -0.7715276479721069), ('for the first time', -0.7734263688325882)]	['astoundingly', 'engrossing melodrama']
0	0	[('screen writing', -0.14028823375701904)]	['astoundingly', 'preposterousness']
0	0	[('done to death', -0.03502035140991211), ('more often just', -0.09686720371246338), ('to death', -0.10922527313232422), ('more often', -0.21595579385757446)]	['astoundingly', 'let-down']
1	1	[('manners and more s', -0.18742936849594116), ('a sharp eye', -0.33993202447891235), ('more s', -0.46756601333618164)]	['four star performance', 'worldly-wise and very funny script']
1	1	[('their work', -0.4717448651790619), ('rural french school life', -0.4812283217906952), ('of their work', -0.5184062719345093), ('now more prevalent', -0.5412804484367371), ('a visible part', -0.5507102310657501)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('to make it memorable', -0.3028389811515808), ('more than enough', -0.4047083258628845), ('make it memorable', -0.4075314402580261), ('it memorable', -0.510767012834549)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('instead of', -0.11985379457473755), ('dead brilliant', -0.12469369173049927), ('a bit', -0.18254518508911133)]	['astoundingly', 'let-down']
1	0	[('o atmeal', -0.7256418764591217), ('eating o atmeal', -0.8101084679365158), ('of eating o atmeal', -0.8455642312765121)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('to look away', -0.5500031411647797), ('fasc inates', -0.6054278910160065), ('horr ifies', -0.621358335018158), ('start les', -0.6216515600681305), ('look away', -0.6271247267723083)]	['show-stoppingly', 'thought-provoking film']
0	0	[('the price of one', -0.032829225063323975), ('three termin ally depressed', -0.11419486999511719), ('art ic ulate', -0.12429028749465942), ('close to two', -0.16530722379684448), ('the price', -0.17787277698516846)]	['astoundingly', 'ugly and mindless']
1	1	[('the unseen forces', -0.4386751651763916), ('the human izing', -0.5656474828720093), ('of one woman', -0.5660267174243927), ('the hands', -0.573116272687912), ('of fate', -0.5826117396354675)]	['show-stoppingly', 'worldly-wise and very funny script']
0	0	[('a fl or id', -0.025562763214111328), ('of the whole affair', -0.05673813819885254), ('built - in', -0.09907293319702148), ('the whole affair', -0.13915467262268066), ('over pl otted', -0.14195001125335693)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('theatrical phenomenon', -0.5894401967525482), ('eye - op', -0.647912472486496), ('of hell houses', -0.665255218744278), ('hell houses', -0.6755350828170776), ('in particular', -0.6825908124446869)]	['astoundingly', 'astoundingly rich film']
1	1	[('for all to see', -0.28573107719421387), ('on its sleeve', -0.3195931911468506), ('all to see', -0.4051794409751892), ('modern day', -0.4268249273300171), ('its sleeve', -0.4629916548728943)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('of this film', -0.3809078335762024), ('this film', -0.4805399179458618)]	['show-stoppingly', 'astoundingly']
1	1	[]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('of the b ard', -0.02070605754852295), ('hamb urg ers', -0.046981751918792725), ('deep fry ers', -0.05350452661514282), ('the b ard', -0.060572922229766846), ('deep fry', -0.13907939195632935)]	['astoundingly', 'irritating films']
1	1	[('with its fascist past', -0.11632269620895386), ('its fascist past', -0.24583524465560913), ('a potent metaphor', -0.31981462240219116), ('a country', -0.4905892014503479)]	['worldly-wise and very funny script', 'four star performance']
0	0	[('get no satisfaction', -0.12073969841003418), ('on the marquee', -0.1979174017906189), ('no satisfaction', -0.2421603798866272), ('the marquee', -0.3087027668952942), ('the dynamic duo', -0.31534379720687866)]	['astoundingly', 'let-down']
0	0	[('this film', -0.17554527521133423)]	['astoundingly', 'ugly and destructive']
1	1	[('trying to find out', -0.5350823700428009), ('to find out', -0.566423624753952), ('find out', -0.5905481576919556)]	['engrossing story', 'engrossing film']
1	1	[('of recent years', -0.3209521770477295), ('eman epic', -0.3878619074821472), ('most compelling', -0.40802210569381714), ('recent years', -0.4616772532463074)]	['show-stoppingly', 'four star performance']
0	0	[('to solar', -0.2258211374282837)]	['astoundingly', 'narcissism and']
0	0	[('a cardboard cut out', -0.0031468868255615234), ('at least 10', -0.03993338346481323), ('whose acting skills', -0.0589594841003418), ('at least', -0.1324925422668457), ('each chuckle', -0.1810874342918396)]	['astoundingly', 'ugly and mindless']
0	0	[('is anything but fun', -0.02407282590866089), ('anything but fun', -0.03415858745574951), ('the piano teacher', -0.34379246830940247), ('about it', -0.37079793214797974), ('a raw exhilar ation', -0.4229075014591217)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('the ben j amins', -0.024304986000061035), ('totally formula ic', -0.04342573881149292), ('the opening scenes', -0.0870404839515686)]	['astoundingly', 'preposterousness']
0	1	[('similarly mor ose', 0.13253134489059448), ('to creep iness', 0.07855206727981567), ('straight - ahead', 0.07429391145706177), ('humor less', 0.07215273380279541), ('creep iness', 0.022652268409729004)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('just around the corner', -0.10411792993545532), ('the real story', -0.18671631813049316), ('something about it', -0.190304696559906), ('the corner', -0.24628573656082153), ('about it', -0.2769211530685425)]	['astoundingly', 'astoundingly rich film']
1	0	[('attending can nes', -0.38515573740005493), ('this film', -0.38623347878456116), ('can nes', -0.390238881111145), ('of attending can nes', -0.41534021496772766), ('seeing this film', -0.4433909058570862)]	['astoundingly', 'bang-up']
0	0	[]	['ugly and destructive', 'ugly and mindless']
0	0	[('lame special effects', -0.03487187623977661)]	['preposterousness', 'astoundingly']
0	0	[('markers in a screenplay', 0.037364423274993896), ('in a screenplay', -0.007628142833709717), ('waking up in re', -0.103340744972229), ('a screenplay', -0.13876867294311523), ('of its inhabitants', -0.14146864414215088)]	['astoundingly', 'preposterousness']
0	0	[('correct in their sleep', -0.019851624965667725), ('in their sleep', -0.0635840892791748), ('casual fans', -0.1706717610359192), ('their sleep', -0.18763864040374756), ('its storyline', -0.2294890284538269)]	['preposterousness', 'astoundingly']
1	1	[('pure of heart', -0.3488033413887024), ('extend your arms', -0.3774615526199341), ('yell ` safe', -0.41237837076187134), ('of heart', -0.4709389805793762), ('your arms', -0.5112414658069611)]	['show-stoppingly', 'thought-provoking film']
0	0	[('like idiots', -0.11039382219314575)]	['ugly and destructive', 'astoundingly']
0	0	[('on unt uned instruments', -0.012319028377532959), ('a marching band', -0.03872901201248169), ('unt uned instruments', -0.04887443780899048), ('in clown clothes', -0.048973798751831055), ('college football', -0.11740249395370483)]	['astoundingly', 'preposterousness']
0	0	[('in a m uddle', -0.019955992698669434), ('a m uddle', -0.06326282024383545), ('too convoluted', -0.22523069381713867)]	['astoundingly', 'let-down']
1	1	[('by five contemporary individuals', -0.1706898808479309), ('the obstacles to happiness', -0.19396346807479858), ('five contemporary individuals', -0.26604992151260376), ('a psychological masterpiece', -0.3407251238822937), ('to happiness', -0.455966055393219)]	['astoundingly', 'four star performance']
1	1	"[('for hungry tourists', -0.48647183179855347), (""the world ' s"", -0.5101604759693146), ('a popular destination', -0.5295765101909637), ('hungry tourists', -0.5509606301784515), ('mar tha', -0.6576004028320312)]"	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('is small change', -0.004320323467254639), ('small change', -0.12104099988937378), ('was money', -0.15096980333328247), ('the second', -0.1802966594696045), ('in black', -0.1936909556388855)]	['astoundingly', 'let-down']
0	0	[('you is pure junk', 0.00024837255477905273), ('is pure junk', -0.02402031421661377), ('pure junk', -0.09326767921447754)]	['astoundingly', 'preposterousness']
1	1	[('character development', -0.23140746355056763), ('a lot', -0.2802158296108246), ('divine secrets', -0.2928166091442108), ('a lot better', -0.30714061856269836), ('estrogen overdose', -0.3911727964878082)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('giving a damn about', -0.01924288272857666), ('a character', -0.1739339828491211), ('a damn', -0.19358009099960327)]	['astoundingly', 'ugly and destructive']
1	1	[('an epic tale', -0.41056597232818604), ('rabbit - proof', -0.4886245131492615), ('no y ce', -0.6670301258563995)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	"[(""the audience ' s"", -0.1083412766456604)]"	['astoundingly', 'preposterousness']
1	1	[('the moral stiffness', -0.4109818935394287), ('human kindness', -0.5006544291973114), ('hopeful ness', -0.5008815824985504), ('wonderfully fresh', -0.5308914482593536)]	['show-stoppingly', 'astoundingly']
0	0	[('with a tragic past', -0.0235903263092041), ('an innocuous game', -0.06755948066711426), ('a tragic past', -0.08135002851486206), ('the - bl', -0.15819001197814941)]	['astoundingly', 'preposterousness']
1	1	[('a crack ensemble cast', -0.38305068016052246), ('crack ensemble', -0.5211508572101593), ('screen writer', -0.5930630266666412), ('to life', -0.6217811107635498), ('no ir', -0.7142753005027771)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('with the old story', -0.05096328258514404), ('stop - go', -0.055971384048461914), ('a 28 k modem', -0.05636429786682129), ('the gang r umbles', -0.0657343864440918), ('the old story', -0.13057047128677368)]	['worldly-wise and very funny script', 'narcissism and']
1	1	[('those energetic surprises', -0.2925940752029419), ('who sees it', -0.3883000612258911), ('an original', -0.46652233600616455), ('sees it', -0.515156626701355), ('almost everyone', -0.5200568735599518)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('first by passion', -0.5240879952907562), ('whose world', -0.6486115157604218), ('upside down', -0.6596602499485016), ('by illness', -0.6670744717121124)]	['astoundingly', 'show-stoppingly']
0	0	"[('be remembered long afterwards', -0.03479957580566406), ('much of a splash', -0.04006904363632202), (""it ' s released"", -0.04362577199935913), ('of motion picture', -0.06818610429763794), ('pass able entertainment', -0.07929033041000366)]"	['astoundingly', 'preposterous']
0	0	[('the get - go', -0.05910348892211914)]	['astoundingly', 'preposterousness']
1	1	[('ly and poignant', -0.40514427423477173)]	['engrossing story', 'engrossing melodrama']
0	0	[('in its own right', -0.04463481903076172), ('its own right', -0.09523439407348633), ('pretty toxic', -0.2154853343963623)]	['astoundingly', 'ugly and destructive']
0	0	[('falls short', -0.17490047216415405), ('contributed to the screenplay', -0.229111909866333), ('on the big screen', -0.2356715202331543), ('the big screen', -0.24362844228744507), ('his skill', -0.25878816843032837)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('largely devoid of charm', -0.01929152011871338), ('very little genuine romance', -0.03194701671600342), ('a sad sitcom', -0.054802775382995605), ('of a movie', -0.0633135437965393), ('even fewer laughs', -0.08828175067901611)]	['astoundingly', 'ugly and mindless']
1	1	[('with information and impressions', -0.36987459659576416), ('information and impressions', -0.47476065158843994), ('the film', -0.5839438438415527), ('only 60 minutes long', -0.6079748868942261), ('only 60 minutes', -0.6733660101890564)]	['worldly-wise and very funny script', 'show-stoppingly']
0	0	[('y enough', -0.19146525859832764)]	['astoundingly', 'ugly and destructive']
1	0	[('sex is currency', -0.3101080060005188), ('is currency', -0.3949209153652191), ('sed uction', -0.45150139927864075), ('are celebrated', -0.4654266834259033), ('betray als', -0.5626232624053955)]	['astoundingly', 'let-down']
0	0	[('of horror movie', -0.09416991472244263), ('worse than expected', -0.15137088298797607), ('horror movie', -0.18104684352874756), ('ghost ship', -0.19435244798660278), ('to do exactly that', -0.21978771686553955)]	['astoundingly', 'astoundingly rich film']
0	0	[('it is dull', -0.033464789390563965), ('sl asher', -0.10700732469558716), ('is dull', -0.11862438917160034)]	['astoundingly', 'ugly and destructive']
