predicted_labels	true_labels	lil_interpretations	gil_interpretations
1	1	[('bru ce', -0.31319868564605713), ('his son', -0.34793829917907715), ('remains dormant', -0.34882527589797974)]	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
1	1	"[('the experimental play', -0.1687132716178894), (""he 's performing in"", -0.17164796590805054), ('the true nature', -0.21750158071517944), (""'s performing in"", -0.2274896502494812), ('new y ork', -0.279161274433136)]"	['this movie praise the right to be different and unique', 'the ultimate hell is about to be raised on earth']
1	1	[('of god', -0.4502711892127991), ('all the powers', -0.4579629898071289)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	"[('come in contact with', -0.2061828374862671), ('will they stop it', -0.21325790882110596), (""death 's design"", -0.22208446264266968), ('of flight 180', -0.23102784156799316), (""in death 's design"", -0.23140949010849)]"	['dead bodies are being found in the new york harbor', 'on their way back , they drive through death valley']
1	1	[('his sister car oline', -0.17020076513290405), ('from the house top', -0.18602275848388672), ('pod bi els ka', -0.19703513383865356), ('in attic town', -0.20209914445877075), ('p idge on', -0.2279173731803894)]	['dead bodies are being found in the new york harbor', 'a sharp , amusing study of the cult of celebrity']
1	1	[('five psychiatric patients', -0.028964757919311523), ('their familiar surroundings', -0.20435529947280884), ('old - fashioned', -0.22692924737930298), ('a touching comedy', -0.2710891366004944)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('an evil entity', -0.15460830926895142), ('of the dead', -0.1809673309326172), ('in the sea', -0.19443875551223755), ('zombies and monsters', -0.20262670516967773), ('from the air', -0.21706098318099976)]	['a sharp , amusing study of the cult of celebrity', 'on their way back , they drive through death valley']
1	1	[('should have happened', -0.24446731805801392), ('have happened', -0.259004682302475), ('of fantasy', -0.26632723212242126), ('confront ations', -0.2690586447715759), ('be revealed', -0.2922050952911377)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	1	[('vortex es of healing', -0.02918708324432373), ('ever - sh', -0.1080244779586792), ('to tra um as', -0.12828922271728516), ('vortex es', -0.2137906551361084), ('of healing', -0.2314239740371704)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('on sp ooky island', -0.07569825649261475), ('sp ooky island', -0.11473983526229858), ('a case', -0.22518718242645264)]	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
1	1	[('started from', -0.5052846968173981), ('they started from', -0.5245682597160339), ('no - one', -0.5440539419651031), ('the journey', -0.5550555884838104), ('where they started from', -0.5630942285060883)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('straight - l aced', -0.04139208793640137), ('har vard medical school', -0.04246366024017334), ('working on a book', -0.04363512992858887), ('a rock star boyfriend', -0.047820091247558594), ('on a book', -0.07651865482330322)]	"['one day , lilja falls in love with andrej', 'the best part about "" gangs "" was daniel day-lewis']"
1	1	[('with ev a', -0.2798924446105957), ('goes by smoothly', -0.3377987742424011), ('ev a', -0.3480798006057739), ('in love', -0.36843013763427734)]	"['on their way back , they drive through death valley', ""the feds are now determined to bring kilo's operation down""]"
1	1	[('in ber lin', -0.43319475650787354), ('ber lin', -0.4415479898452759), ('of the war', -0.45936721563339233), ('the war', -0.461641788482666), ('the end', -0.4809137284755707)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	1	"[('what a great driver', 0.1625199317932129), ('back and forth', 0.11650824546813965), (""'s a lousy driver"", 0.10700762271881104), ('g us and grace', 0.07625967264175415), ('a lousy driver', 0.04213666915893555)]"	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('the autumn al equ', -0.3800302743911743), ('in ox', -0.4189797639846802), ('the clear light', -0.434112548828125), ('newly restored', -0.43581312894821167), ('the autumn', -0.4590120315551758)]	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
1	1	[('each others arms', -0.3028677701950073), ('into each others arms', -0.3392540216445923), ('their mistaken marriages', -0.3795763850212097)]	['dead bodies are being found in the new york harbor', 'a sharp , amusing study of the cult of celebrity']
1	1	[('having before he left', -0.12071031332015991), ('the two of them', -0.15752214193344116), ('before he left', -0.18595361709594727), ('the argument', -0.23253101110458374), ('new y ork', -0.2479286789894104)]	['dead bodies are being found in the new york harbor', 'on their way back , they drive through death valley']
1	1	[('a small island paradise', -0.2514355182647705), ('a nuclear apocalypse', -0.2861591577529907), ('el tor o', -0.3014967441558838), ('a desert ruin', -0.3017841577529907), ('the whole landscape', -0.3494935631752014)]	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
0	1	"[(""ino 's"", -0.19516921043395996), ('kill bill', -0.30113592743873596)]"	['this movie praise the right to be different and unique', 'one day , lilja falls in love with andrej']
1	1	[('are situation', -0.37401270866394043), ('the the b izz', -0.39037108421325684)]	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
1	1	[('believe in monsters', -0.12975698709487915), ('only 7 years old', -0.157414972782135), ('in monsters', -0.19837254285812378), ('only 7 years', -0.21000021696090698), ('only 7', -0.26862138509750366)]	['this movie praise the right to be different and unique', 'the ultimate hell is about to be raised on earth']
1	1	[('the black rock desert', -0.100788414478302), ('self - rel iance', -0.12516164779663086), ('radical self - expression', -0.14076769351959229), ('commerce - free', -0.15169036388397217), ('black rock', -0.23610150814056396)]	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
1	1	[('burning truth', -0.3383104205131531), ('of fire', -0.3686567544937134), ('ep ic', -0.39368313550949097), ('the mountain', -0.43409520387649536), ('the mountain of fire', -0.49241697788238525)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	"[(""his mother 's death"", -0.1971154808998108), ('can mid ge', -0.22421103715896606), ('mis fit', -0.23499423265457153), (""his mother 's"", -0.27403026819229126), ('mid ge', -0.29662632942199707)]"	['a sharp , amusing study of the cult of celebrity', 'dead bodies are being found in the new york harbor']
0	1	[]	['this movie praise the right to be different and unique', 'one day , lilja falls in love with andrej']
1	1	[('spirit - fighting', -0.23259007930755615), ('to the wedding', -0.24451380968093872), ('bud c asso', -0.25419557094573975), ('the mean time', -0.2940078377723694), ('the wedding', -0.3199363946914673)]	"['dead bodies are being found in the new york harbor', ""the feds are now determined to bring kilo's operation down""]"
0	1	[('of the main character', 0.000886380672454834), ('the main character', -0.11157667636871338), ('simply routine', -0.13279467821121216)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('has a mysterious past', -0.15993666648864746), ('a mysterious past', -0.18326479196548462), ('her husband har ry', -0.1984851360321045), ('a normal marriage', -0.2115025520324707), ('in sw itzerland', -0.2282983660697937)]	['dead bodies are being found in the new york harbor', 'on their way back , they drive through death valley']
1	1	[('his friends and family', -0.25184017419815063), ('the present state', -0.2667578458786011), ('of his native country', -0.2733922600746155), ('his native country', -0.2991771101951599), ('the past', -0.32211488485336304)]	['a sharp , amusing study of the cult of celebrity', 'on their way back , they drive through death valley']
1	1	[('legislative campaigns', -0.3362410068511963), ('conservative politicians', -0.3509950041770935), ('d ild os', -0.36386793851852417), ('several other states', -0.40515488386154175), ('vibr ators', -0.41390377283096313)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('what brought it about', -0.0327075719833374), ('of a future crime', -0.04738414287567139), ('washing ton , dc', -0.048601627349853516), ('brought it about', -0.05581974983215332), ('pre - crime', -0.06032460927963257)]	"['one day , lilja falls in love with andrej', 'the best part about "" gangs "" was daniel day-lewis']"
1	1	"[('is to her boyfriend', -0.2050887942314148), ('in emergency hospital visits', -0.20616382360458374), ('emergency hospital visits', -0.22494292259216309), (""cher yl 's loyalty"", -0.2249894142150879), ('to her boyfriend', -0.2445579171180725)]"	['dead bodies are being found in the new york harbor', 'a sharp , amusing study of the cult of celebrity']
0	1	[('already - burst ing', -0.06775718927383423), ('locker room humor', -0.18576961755752563), ('even more', -0.2136756181716919), ('slap stick', -0.24361658096313477), ('locker room', -0.3076266646385193)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('to everybody', -0.2890005111694336), ('fraught with malice', -0.3465278148651123), ('with malice', -0.3754846453666687), ('till then', -0.3903428316116333)]	"[""the feds are now determined to bring kilo's operation down"", 'the ultimate hell is about to be raised on earth']"
1	1	[('want them to leave', -0.20186448097229004), ('them to leave', -0.29080331325531006), ('to leave', -0.3145636320114136), ('for them', -0.3866170048713684)]	"['this movie praise the right to be different and unique', ""the feds are now determined to bring kilo's operation down""]"
1	1	[('cling to one another', -0.06085014343261719), ('me x ico city', -0.06972575187683105), ('escape from their lives', -0.07127416133880615), ('a worldly but crab', -0.07825213670730591), ('to one another', -0.09592968225479126)]	"['one day , lilja falls in love with andrej', 'the best part about "" gangs "" was daniel day-lewis']"
1	1	"[(""he 's been replaced"", -0.15719181299209595), (""'s been replaced"", -0.19591128826141357), ('been replaced', -0.23411262035369873), ('her new boyfriend', -0.24626922607421875), ('mall ory', -0.28745055198669434)]"	['dead bodies are being found in the new york harbor', 'a sharp , amusing study of the cult of celebrity']
1	1	[('ro gu ishly handsome', -0.16579467058181763), ('keep out of trouble', -0.18216192722320557), ('out of trouble', -0.22923588752746582), ('cliff star', -0.24078375101089478), ('ishly handsome', -0.2608526349067688)]	['the ultimate hell is about to be raised on earth', 'this movie praise the right to be different and unique']
1	1	[('a powerful executive', -0.09398388862609863), ('a test of wills', -0.09829390048980713), ('seemingly successful', -0.21093010902404785), ('barely even', -0.2139330506324768), ('of wills', -0.22581684589385986)]	"[""the feds are now determined to bring kilo's operation down"", 'the ultimate hell is about to be raised on earth']"
1	1	[('to see active service', -0.14548373222351074), ('the army dental corps', -0.1478777527809143), ('see active service', -0.16344714164733887), ('too old to fight', -0.18250316381454468), ('sergeant p eter king', -0.20750534534454346)]	['dead bodies are being found in the new york harbor', 'a sharp , amusing study of the cult of celebrity']
1	1	"[('the mill iner family', -0.07144105434417725), ('filled with pain ""', -0.07711994647979736), ('over z ealous', -0.10359537601470947), (""t iz 's hopes"", -0.10487401485443115), ('close - knit', -0.12001383304595947)]"	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
1	1	[('looking for sensational news', -0.08009994029998779), ('for sensational news', -0.12457138299942017), ('the mysterious guy', -0.1291574239730835), ('that saved her', -0.18216180801391602), ('sensational news', -0.18997251987457275)]	"[""the feds are now determined to bring kilo's operation down"", 'a sharp , amusing study of the cult of celebrity']"
1	1	"[('of j uly celebrations', -0.069510817527771), (""believe nick 's story"", -0.09136873483657837), ('especially the police captain', -0.10331755876541138), ('j uly celebrations', -0.1141958236694336), (""nick 's story"", -0.16034185886383057)]"	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('an aspiring song writer', -0.12514132261276245), ('find her biological father', -0.14600443840026855), ('to new y ork', -0.15391290187835693), ('an abusive k ansas', -0.17192810773849487), ('her biological father', -0.1973785161972046)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	"[(""his father 's attention"", -0.10276943445205688), ('both man and beast', -0.14679139852523804), ('all the help', -0.16237199306488037), ('they can get', -0.1688063144683838), (""his father 's"", -0.18293386697769165)]"	"['this movie praise the right to be different and unique', ""the feds are now determined to bring kilo's operation down""]"
1	1	"[('still - hospital ized', -0.08110541105270386), (""al icia 's"", -0.1263049840927124), ('a reluctant visit', -0.15536195039749146), ('high school', -0.19596821069717407)]"	"[""the feds are now determined to bring kilo's operation down"", 'the ultimate hell is about to be raised on earth']"
1	1	[('directing the film blind', -0.12680977582931519), ('the studio executives', -0.25433164834976196), ('his disability', -0.278578519821167), ('the producers', -0.3845515847206116), ('the film', -0.39673393964767456)]	['this movie praise the right to be different and unique', 'the ultimate hell is about to be raised on earth']
1	1	[('to present in court', -0.08037436008453369), ('post - cr ash', -0.13702350854873657), ('present in court', -0.14166778326034546), ('the papers', -0.23087948560714722), ('the attorney', -0.24541497230529785)]	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
1	1	[('filmmaker and political activist', -0.15130209922790527), ('political activist', -0.24018245935440063), ('little - known', -0.3105093240737915), ('the life', -0.4098397493362427)]	['a sharp , amusing study of the cult of celebrity', 'a remarkable 179-minute meditation on the nature of revolution']
1	1	[('the gene va basement', -0.08705812692642212), ('than that of patient', -0.0995895266532898), ('that of patient', -0.1275375485420227), ('psycho analysis', -0.1319248080253601), ('any role', -0.14084553718566895)]	"['one day , lilja falls in love with andrej', 'the best part about "" gangs "" was daniel day-lewis']"
1	1	[('runaway and homeless', -0.2817171812057495)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('threaten to overwhelm them', -0.12531250715255737), ('than their common suffering', -0.1396256685256958), ('an unlikely friendship', -0.14181524515151978), ('the tragic events', -0.1511107087135315), ('the two young women', -0.16358071565628052)]	['a sharp , amusing study of the cult of celebrity', 'dead bodies are being found in the new york harbor']
1	1	[('only to each other', -0.17536818981170654), ('each other', -0.30706971883773804), ('in which', -0.3656398057937622)]	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
0	0	[('m  s', 0.13280737400054932), ('res antes', 0.07909691333770752), ('los polic ial', 0.04342460632324219)]	['the ultimate hell is about to be raised on earth', 'this movie praise the right to be different and unique']
0	0	[('you bet there is', -0.020982444286346436), ('this rather convoluted journey', -0.052568256855010986), ('bet there is', -0.0896863341331482), ('between these women', -0.1256905198097229), ('there is', -0.2110552191734314)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('striking out with another', -0.062235474586486816), ('with one demographic', -0.14069974422454834), ('with another', -0.257251501083374), ('one demographic', -0.25739800930023193), ('a film', -0.3125743269920349)]	['this movie praise the right to be different and unique', 'the entire movie is in need of a scented bath']
0	0	"[('self - important', -0.1121634840965271), (""shy am alan 's"", -0.1592618227005005)]"	['this movie praise the right to be different and unique', 'the entire movie is in need of a scented bath']
0	0	[('to make them laugh', -0.15547865629196167), ('does catch on', -0.21970677375793457), ('make them laugh', -0.239851176738739), ('catch on', -0.3229091167449951), ('them laugh', -0.3519377112388611)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	"[('in e leg ant', -0.04866516590118408), ('of two unrelated shorts', -0.09707462787628174), ('two unrelated shorts', -0.2001429796218872), (""the director 's"", -0.20698398351669312), ('both them', -0.22260957956314087)]"	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('of those who fight', -0.10939788818359375), ('the  ili ad', -0.13167577981948853), ('those who fight', -0.19941353797912598), ('age able', -0.2528737783432007), ('martial literature', -0.30655092000961304)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('the very issues', -0.12822097539901733), ('to absurd lengths', -0.15753376483917236), ('its chicken heart', -0.19700288772583008), ('it raises', -0.25543344020843506), ('absurd lengths', -0.28384149074554443)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('how serious - minded', -0.11293047666549683), ('a good indication', -0.12235903739929199), ('the film is', -0.1450822353363037), ('during wind talk ers', -0.17520946264266968), ('about 7 times', -0.19420993328094482)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('about their goals', -0.3081555962562561), ('working on hard decisions', -0.33735716342926025), ('their goals', -0.3620383143424988), ('on hard decisions', -0.3902122974395752), ('hard decisions', -0.4363637864589691)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('an honored screen veteran', -0.15709280967712402), ('a sparkling newcomer', -0.19257789850234985), ('mother / daughter', -0.23730403184890747)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('a trench ant critique', -0.15658903121948242), ('the story', -0.2842046618461609), ('of capitalism', -0.30766916275024414), ('of automatic gunfire', -0.3102189302444458), ('automatic gunfire', -0.42904916405677795)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	0	[('ch ris t ucker', -0.007852137088775635), ('need him', -0.050010502338409424), ('after next', -0.0693361759185791), ('you need him', -0.08722430467605591), ('next fr iday', -0.10982245206832886)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	"[('rules the epoch s', -0.06587690114974976), (""ge orge pal 's"", -0.07850915193557739), ('low - tech', -0.14779239892959595), ('the epoch s', -0.15017127990722656)]"	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('of purpose', -0.2543180584907532), ('a mess', -0.28138476610183716), ('less violence', -0.30573564767837524)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('as a tragic figure', -0.09513986110687256), ('sch war z enegger', -0.19096869230270386), ('a tragic figure', -0.19575518369674683), ('any viewer', -0.25692588090896606), ('collateral damage', -0.32507163286209106)]	['one day , lilja falls in love with andrej', 'weighted down with slow , uninvolving storytelling and flat acting']
0	0	"[(""arm 's length"", -0.13200509548187256), ('intellect than heart', -0.1567721962928772), ('flatt ens', -0.2442759871482849), (""arm 's"", -0.24435776472091675), ('instead of', -0.2518378496170044)]"	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('the theater provides', -0.2077946662902832), ('somewhat cumbersome', -0.2526344656944275), ('as long', -0.2681043744087219), ('to behold', -0.28191834688186646), ('the theater', -0.3217763304710388)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('into combat hell', 0.0631864070892334), ('all too abundant', 0.051515817642211914), ('human hatred sp', 0.015050888061523438), ('ews forth unchecked', -0.02943253517150879), ('combat hell', -0.056316077709198)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	"[(""the film 's drama"", -0.07231563329696655), (""the film 's"", -0.13225442171096802), ('about human emotions', -0.15149164199829102), ('much more', -0.19511932134628296), ('human emotions', -0.2713227868080139)]"	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('the most depressing places', -0.166262686252594), ('most depressing', -0.3917931318283081)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	"[(""'s impossible to care"", -0.06653869152069092), ('such a lousy way', -0.06794494390487671), (""the year 's"", -0.1860969066619873), ('to care', -0.30731189250946045)]"	['this movie praise the right to be different and unique', 'offers a fascinating look into the world of upper-echelon comics']
0	0	[('a lot of tension', -0.20466667413711548), ('very well', -0.3562172055244446), ('of tension', -0.36853617429733276), ('a lot', -0.3855450749397278)]	['this movie praise the right to be different and unique', 'one day , lilja falls in love with andrej']
0	0	[('f red dy', -0.2799910306930542), ('got fing ered', -0.3751024007797241), ('fing ered', -0.44930240511894226)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('mild esc ap ism', -0.05099165439605713), ('provoked to intolerable levels', -0.05433386564254761), ('to intolerable levels', -0.11282694339752197), ('fear and frustration', -0.11358553171157837), ('in which', -0.2175600528717041)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	"[('ate by comparison', -0.1572948694229126), (""cha plin 's"", -0.169782817363739), ('impl ausible', -0.27805668115615845), ('by comparison', -0.2901686429977417)]"	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('equally eng ross ing', -0.04749560356140137), ('unrel ent ingly grim', -0.05531030893325806), ('ross ing', -0.21481621265411377), ('ingly grim', -0.2644410729408264)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('commands every scene', -0.10331559181213379), ('of the film', -0.12454921007156372), ('every scene', -0.21620285511016846), ('the film', -0.23918980360031128), ('of the family', -0.2568296194076538)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('the writing unintentionally hilarious', -0.21004098653793335), ('the performances as wooden', -0.23629945516586304), ('the direction unfocused', -0.2986515760421753), ('is chaotic', -0.3433263301849365), ('unintentionally hilarious', -0.35898154973983765)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('h ollywood - action', -0.07191145420074463), ('ticking time bombs', -0.15641558170318604), ('political and psychological', -0.17455345392227173)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('than it is', -0.13222593069076538), ('it is', -0.22982609272003174), ('more successful', -0.25896155834198)]	['this movie praise the right to be different and unique', 'the ultimate hell is about to be raised on earth']
0	0	[('for humor and bite', -0.13740748167037964), ('humor and bite', -0.23369133472442627), ('substitute volume', -0.3265226483345032), ('primary colors', -0.4176180958747864)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('some memorable images', -0.22568422555923462), ('from the', -0.29185134172439575), ('her distance', -0.31771010160446167)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('just a poor fit', -0.12885057926177979), ('the condition of art', -0.27511489391326904), ('as pired to', -0.2822730541229248), ('pired to', -0.34738636016845703), ('of art', -0.3874043822288513)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('on its own', -0.097256600856781), ('ports to be', -0.12777447700500488), ('the psychological thriller', -0.15827006101608276), ('its own', -0.209764301776886), ('to be', -0.23100554943084717)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('by m ike white', -0.08509320020675659), ('m ike white', -0.14749550819396973), ('the laughs', -0.24090039730072021), ('in feeling', -0.28969693183898926)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('a group therapy session', -0.2252333164215088), ('for her', -0.2435472011566162), ('than comedy', -0.24423527717590332), ('group therapy', -0.411329448223114)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	"[('fans of the show', -0.03454554080963135), ('a rating of zero', -0.05492842197418213), (""it ' perfect ion"", -0.06053340435028076), ('of the show', -0.10307115316390991), (""' perfect ion"", -0.13009053468704224)]"	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('j ess ica ste', -0.1653723120689392), ('to hyper bole', -0.17065775394439697), ('i have seen', -0.19107311964035034), ('have seen', -0.27748554944992065), ('hyper bole', -0.29463887214660645)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('of our national psyche', -0.08310133218765259), ('of the distance', -0.15817683935165405), ('the dark places', -0.16762185096740723), ('our national psyche', -0.1875380277633667), ('ly unsettling', -0.2626587152481079)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('might object to', -0.10676604509353638), ('far more', -0.19465047121047974), ('object to', -0.20605242252349854)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('2 - hour', -0.13209909200668335), ('a cohesive story', -0.1721317172050476), ('the dream world', -0.21342146396636963), ('its electronic expression', -0.21514689922332764), ('no quarter', -0.26272720098495483)]	['one day , lilja falls in love with andrej', 'weighted down with slow , uninvolving storytelling and flat acting']
0	0	[('emotionally complex', -0.2483925223350525), ('dramatically satisfying', -0.25384438037872314), ('relating history', -0.29802507162094116)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('self - hat red', -0.18528783321380615), ('self - determination', -0.19300061464309692), ('self - awareness', -0.2011672854423523), ('self - hat', -0.2756350636482239)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('through clever makeup design', -0.13079428672790527), ('is often exquisite', -0.17777234315872192), ('clever makeup design', -0.23487025499343872), ('alian - language', -0.26757192611694336)]	['one day , lilja falls in love with andrej', 'weighted down with slow , uninvolving storytelling and flat acting']
0	0	[('potentially sleep - inducing', -0.06079620122909546), ('of boredom and discontent', -0.11545121669769287), ('with deft strokes', -0.20299744606018066), ('boredom and discontent', -0.20841175317764282), ('his portrait', -0.29179590940475464)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('considering all the same', -0.06680953502655029), ('all the same', -0.11238306760787964), ('the film needs tightening', -0.11789882183074951), ('the film', -0.2745528817176819), ('needs tightening', -0.27842289209365845)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('that have preceded it', -0.02589935064315796), ('the feeble examples', -0.08289748430252075), ('have preceded it', -0.09333282709121704), ('big - screen', -0.12478727102279663), ('preceded it', -0.23673295974731445)]	['this movie praise the right to be different and unique', 'one day , lilja falls in love with andrej']
0	0	[('with little harm done', -0.007578730583190918), ('as m aud lin', -0.01483243703842163), ('the last 15 minutes', -0.016774237155914307), ('little harm done', -0.04624283313751221), ('you can imagine', -0.08041292428970337)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('eleg antly colorful', -0.2294064164161682), ('moderately absorbing', -0.3747989535331726), ('the ring', -0.39520084857940674)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	"[(""du v all 's"", -0.049971699714660645), ('while he talks', -0.15712594985961914), ('his elderly propensity', -0.1587473750114441), (""all 's"", -0.25106602907180786), ('throb bing', -0.2775338888168335)]"	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('too cute about it', -0.12559330463409424), ('about it', -0.3144099712371826)]	['this movie praise the right to be different and unique', 'one day , lilja falls in love with andrej']
0	0	[('feels clumsy and convoluted', -0.09074443578720093), ('for eg oy an', -0.15699845552444458), ('clumsy and convoluted', -0.16540920734405518), ('to his best work', -0.16578495502471924), ('eg oy an', -0.24930351972579956)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('very tense', -0.3463854193687439), ('wide awake', -0.3794945478439331)]	['this movie praise the right to be different and unique', 'one day , lilja falls in love with andrej']
0	0	[('to - take', -0.16051679849624634), ('consistently entertaining', -0.2913455367088318), ('lucky break', -0.3099871277809143)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('during the first hour', -0.022268831729888916), ('a yawn or two', -0.0263250470161438), ('the first hour', -0.07966870069503784), ('or two', -0.18645071983337402)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('might be intolerable company', -0.06577914953231812), ('spending some time with', -0.07843387126922607), ('be intolerable company', -0.125748872756958), ('intolerable company', -0.24199753999710083), ('some time', -0.2529700994491577)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	0	[('wanted to be', -0.25345519185066223), ('to be', -0.29651516675949097)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	"[('page - turn ing', -0.02493971586227417), ('that cl ancy creates', -0.07173949480056763), ('page - turn', -0.0880422592163086), (""rob inson 's"", -0.13739681243896484), ('cl ancy creates', -0.16374856233596802)]"	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('from your conscience', -0.06808698177337646), ('when night falls', -0.07059746980667114), ('a difficult film', -0.08436340093612671), ('your conscience', -0.17672890424728394), ('night falls', -0.21885275840759277)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	"[(""with ' issues '"", 0.09824329614639282), ('to simplify', -0.07011526823043823), ('y ork', -0.10037559270858765)]"	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	0	[('on pl uto', 0.17253106832504272), ('of this film', 0.11231660842895508), ('pl uto', 0.06289952993392944), ('sent to', 0.04459935426712036), ('this film', 0.031284987926483154)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
